"","p","n","n_resamples","prop_resample","runs","k","res"
"135",2,100,100,0.2,100,3,0.14813086982838
"136",2,100,100,0.2,100,3,0.212185370168535
"137",2,100,100,0.2,100,3,0.182819277855187
"138",2,100,100,0.2,100,3,0.167157841239357
"139",2,100,100,0.2,100,3,0.181273173005931
"140",2,100,100,0.2,100,3,0.182970499346304
"141",2,100,100,0.2,100,3,0.166803322046228
"142",2,100,100,0.2,100,3,0.172502776708797
"143",2,100,100,0.2,100,3,0.167750586774391
"144",2,100,100,0.2,100,3,0.215013279201778
"145",2,100,100,0.2,100,3,0.189844068478334
"146",2,100,100,0.2,100,3,0.173432384606746
"147",2,100,100,0.2,100,3,0.206201316389778
"148",2,100,100,0.2,100,3,0.170927010769936
"149",2,100,100,0.2,100,3,0.192008890894364
"150",2,100,100,0.2,100,3,0.195344048406697
"151",2,100,100,0.2,100,3,0.172464490241416
"152",2,100,100,0.2,100,3,0.17717792512632
"153",2,100,100,0.2,100,3,0.182039357123226
"154",2,100,100,0.2,100,3,0.180378490402056
"155",2,100,100,0.2,100,3,0.173804371449131
"156",2,100,100,0.2,100,3,0.175495665998129
"157",2,100,100,0.2,100,3,0.184138851530918
"158",2,100,100,0.2,100,3,0.183808852975745
"159",2,100,100,0.2,100,3,0.173798690630526
"160",2,100,100,0.2,100,3,0.164287074603475
"161",2,100,100,0.2,100,3,0.187831881045848
"162",2,100,100,0.2,100,3,0.172984293132057
"163",2,100,100,0.2,100,3,0.187322383332677
"164",2,100,100,0.2,100,3,0.215404856244603
"165",2,100,100,0.2,100,3,0.188795142253222
"166",2,100,100,0.2,100,3,0.191480596974508
"167",2,100,100,0.2,100,3,0.177086238487806
"168",2,100,100,0.2,100,3,0.213181739667266
"169",2,100,100,0.2,100,3,0.180701491110503
"170",2,100,100,0.2,100,3,0.175163570891205
"171",2,100,100,0.2,100,3,0.212117543287132
"172",2,100,100,0.2,100,3,0.166254806216266
"173",2,100,100,0.2,100,3,0.198442795639801
"174",2,100,100,0.2,100,3,0.169893409747265
"175",2,100,100,0.2,100,3,0.190611390756254
"176",2,100,100,0.2,100,3,0.17740205698524
"177",2,100,100,0.2,100,3,0.196732861253745
"178",2,100,100,0.2,100,3,0.17866214734856
"179",2,100,100,0.2,100,3,0.16911641520882
"180",2,100,100,0.2,100,3,0.180659349628401
"181",2,100,100,0.2,100,3,0.191744498478211
"182",2,100,100,0.2,100,3,0.157980186451758
"183",2,100,100,0.2,100,3,0.168258503636093
"184",2,100,100,0.2,100,3,0.184133668945136
"185",2,100,100,0.2,100,3,0.172827907484458
"186",2,100,100,0.2,100,3,0.177811897515878
"187",2,100,100,0.2,100,3,0.185149283541686
"188",2,100,100,0.2,100,3,0.211040603134933
"189",2,100,100,0.2,100,3,0.212607471078177
"190",2,100,100,0.2,100,3,0.213175952795338
"191",2,100,100,0.2,100,3,0.199116848956823
"192",2,100,100,0.2,100,3,0.174897600843852
"193",2,100,100,0.2,100,3,0.168106405561689
"194",2,100,100,0.2,100,3,0.188854020552746
"195",2,100,100,0.2,100,3,0.174681637847181
"196",2,100,100,0.2,100,3,0.172357955270374
